IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = 11 unplug = 0,<*>:</*> - Thunderbolt HPD packet for route = <*> port = <*> unplug = <*>,<*>(<*>)::listenerCallback - Thunderbolt HPD packet for route = <*> port = <*> unplug = <*>
IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = 11 unplug = 0,<*>::listenerCallback - Thunderbolt HPD packet for route = <*> port = <*> unplug = <*>,<*>(<*>)::listenerCallback - Thunderbolt HPD packet for route = <*> port = <*> unplug = <*>
"CCFile::captureLogRun Skipping current file Dir file [2017-07-05_16,05,05.078442]-io80211Family-008.pcapng, Current File [2017-07-05_16,05,05.078442]-io80211Family-008.pcapng","CCFile::captureLogRun Skipping current file Dir file [<*>-<*>-<*>,<*>,<*>.<*>]-<*>-<*>, Current File [<*>-<*>-<*>,<*>,<*>.<*>]-<*>-<*>, Current File [<*>-<*>-<*>,<*>,<*>.<*>]-<*>-<*>, Current File [<*>-<*>-<*>,<*>,<*>.<*>]-<*>-<*>, Current File [<*>-<*>-<*>,<*>,<*>.<*>]-<*>-<*>, Current File [<*>-<*>-<*>,<*>,<*>.<*>]-<*>-<*>, Current File [<*>-<*>-<*>,<*>,<*>.<*>]-<*>-<*>, Current File [<*>-<*>-<*>,<*>,<*>.<*>]-<*>-<*>, Current File [<*>-<*>-<*>,<*>,<*>.<*>]-<*>-<*>, Current File [<*>-<*>-<*>,<*>,<*>.<*>]-<*>-<*>, Current File [<*>-<*>-<*>,<*>,<*>.<*>]-<*>-<*>, Current File [<*>-<*>-<*>,<*>,<*>.<*>]-<*>-<*>, Current File [<*>-<*>-<*>,<*>,<*>.<*>]-<*>-<*>, Current File [<*>-<*>-<*>,<*>,<*>.<*>]-<*>-<*>, Current File [<*>-<*>-<*>,<*>,<*>.<*>]-<*>-<*>, Current File [<*>-<*>-<*>,<*>,<*>.<*>]-<*>-<*>, Current File [<*>-<*>-<*>,<*>,<*>.<*>]-<*>-<*>, Current File [<*>-<*>-<*>,<*>,<*>.<*>]-<*>-<*>, Current File [<*>-<*>-<*>,<*>,<*>.<*>]-<*>-<*>, Current File [<*>-<*>-<*>,<*>,<*>.<*>]-<*>-<*>, Current File [<*>-<*>-<*>,<*>,<*>.<*>]-<*>-<*>, Current File [<*>-<*>-<*>,<*>,<*>.<*>]-<*>-<*>, Current File [<*>-<*>-<*>,<*>,<*>.<*>]-<*>-<*>, Current File [<*>-<*>-<*>,<*>,<*>.<*>]-<*>-<*>, Current File [<*>-<*>-<*>,<*>,<*","CCFile::captureLogRun Skipping current file Dir file [<*>-<*>-<*>,<*>,<*>]-<*>, Current File [<*>-<*>-<*>,<*>,<*>]-<*>"
Saw change in network reachability (isReachable=0),Saw change in network reachability (isReachable=0),Saw change in network reachability (isReachable=<*>)
<IMMacNotificationCenterManager: 0x7ff1b2d17980>:    NC Disabled: NO,<IMMacNotificationCenterManager: <*>: NC Disabled: NO>,<IMMacNotificationCenterManager: <*>: NC Disabled: NO
"DB Error: 1 ""no such table: tb_c2cMsg_2658655094""","DB Error: 1 ""no such table: tb_c2cMsg_2658655094""","DB Error: <*> ""no such table: <*>"""
"2017-07-05 16:18:06.450 GoogleSoftwareUpdateAgent[36128/0x7000002a0000] [lvl=2] -[KSOutOfProcessFetcher beginFetchWithDelegate:] KSOutOfProcessFetcher fetching from URL: ""https://tools.google.com/service/update2?cup2hreq=ac844e04cbb398fcef4cf81b4ffc44a3ebc863e89d19c0b5d39d02d78d26675b&cup2key=7:677488741""",<*> -[KSOutOfProcessFetcher beginFetchWithDelegate:] KSOutOfProcessFetcher fetching from URL: <*>,"<*>-<*>-<*> <*>:<*>:<*> GoogleSoftwareUpdateAgent[<*>/<*>] [lvl=<*>] -[KSOutOfProcessFetcher beginFetchWithDelegate:] KSOutOfProcessFetcher fetching from URL: ""<*>"""
"doSaveChannels@286: Will write to: /Library/Logs/CrashReporter/CoreCapture/IOReporters/[2017-07-05_16,24,29.663045] - AuthFail:sts:5_rsn:0.xml",doSaveChannels@<*>: Will write to: <*> - AuthFail:sts:<*>_rsn:<*>.xml,doSaveChannels@<*>: Will write to: <*>
"CCLogTap::profileRemoved, Owner: com.apple.iokit.IO80211Family, Name: IO80211AWDLPeerManager","CCLogTap::profileRemoved, Owner: <*>, Name: <*>","CCLogTap::profileRemoved, Owner: com.apple.iokit.<*>, Name: <*>"
ASL Sender Statistics,ASL Sender Statistics <*>,ASL Sender Statistics
<IMMacNotificationCenterManager: 0x7fdcc9d16380>: Updating enabled: NO   (Topics: ( )),<IMMacNotificationCenterManager: <*>: Updating enabled: NO   (Topics: <*>)>: Updating enabled: NO <*> (Topics: <*>)>: Updating enabled: NO <*> (Topics: <*>)>: Updating enabled: NO <*> (Topics: <*>)>: Updating enabled: NO <*> (Topics: <*>)>: Updating enabled: NO <*> (Topics: <*>)>: Updating enabled: NO <*> (Topics: <*>)>: Updating enabled: NO <*> (Topics: <*>)>: Updating enabled: NO <*> (Topics: <*>)>: Updating enabled: NO <*> (Topics: <*>)>: Updating enabled: NO <*> (Topics: <*>)>: Updating enabled: NO <*> (Topics: <*>)>: Updating enabled: NO <*> (Topics: <*>)>: Updating enabled: NO <*> (Topics: <*>)>: Updating enabled: NO <*> (Topics: <*>)>: Updating enabled: NO <*> (Topics: <*>)>: Updating enabled: NO <*> (Topics: <*>)>: Updating enabled: NO <*> (Topics: <*>)>: Updating enabled: NO <*> (Topics: <*>)>: Updating enabled: NO <*> (Topics: <*>)>: Updating enabled: NO <*> (Topics: <*>)>: Updating enabled: NO <*> (Topics: <*>)>: Updating enabled: NO <*> (Topics: <*>)>: Updating enabled: NO <*> (Topics: <*>)>: Updating enabled: NO <*> (Topics: <*>)>: Updating enabled: NO <*> (Topics: <*>)>: Updating enabled: NO <*> (Topics: <*>)>: Updating enabled: NO <*> (Topics: <*>)>: Updating enabled: NO <*> (Topics: <*>)>: Updating enabled: NO <*> (Topics: <*>)>: Updating enabled: NO <*> (Topics: <*>)>: Updating enabled: NO <*> (Topics: <*>)>: Updating enabled: NO <*> (Topics: <*>)>: Updating enabled: NO <*> (Topics: <*>)>: Updating enabled: NO <*> (Topics: <*>)>: Updating enabled: NO <*> (Topics: <*>)>: Updating enabled: NO <*> (Topics: <*>)>: Updating enabled: NO <*> (Topics: <*>)>: Updating enabled: NO <*> (Topics: <*>)>: Updating enabled: NO <*> (Topics: <*>)>: Updating enabled: NO <*> (Topics: <*>)>: Updating enabled: NO <*> (Topics: <*>)>: Updating enabled: NO <*> (Topics: <*>)>: Updating enabled: NO <*> (Topics: <*>)>: Updating enabled: NO <*> (Topics: <*>)>: Updating enabled: NO <*> (Topics: <*>)>: Updating enabled: NO <*> (Topics: <*>)>: Updating enabled: NO <*> (Topics: <*>)>: Updating enabled: NO <*> (Topics: <*>)>: Updating enabled: NO <*> (Topics: <*>)>: Updating enabled: NO <*> (Topics: <*>)>: Updating enabled: NO <*> (Topics: <*>)>: Updating enabled: NO <*> (Topics: <*>)>: Updating,<IMMacNotificationCenterManager: <*>: Updating enabled: NO (Topics: ( ))
"device_generate_lock_screen_screenshot: authw 0x7fa82502bc00(2000)[0, 0, 0, 0] shield 0x7fa823930c00(2001), dev [1440,900]","device_generate_lock_screen_screenshot: authw [<*>, <*>, <*>, <*>] shield [<*>, <*>, <*>, <*>]","device_generate_lock_screen_screenshot: authw <*>(<*>)[<*>, <*>, <*>, <*>] shield <*>(<*>), dev [<*>,<*>]"
com.apple.Addres(36227) deny network-outbound /private/var/run/mDNSResponder,com.apple.Addres(<*>) deny network-outbound <*>,<*>(<*>) deny network-outbound <*>
[17:22:36.133] <<<< CRABS >>>> crabsFlumeHostAvailable: [0x7f961cf08cf0] Byte flume reports host available again.,[17:22:36.133] <<<< <*>>>>> crabsFlumeHostAvailable: [0x7f961cf08cf0] Byte flume reports host available again.,[<*>:<*>:<*>] <<<< CRABS >>>> crabsFlumeHostAvailable: [<*>] Byte flume reports host available again.
"setting hostname to ""calvisitor-10-105-163-9.calvisitor.1918.berkeley.edu""","Setting hostname to ""calvisitor-10-105-163-9.calvisitor.1918.berkeley.edu""","setting hostname to ""<*>"""
"PBRequester failed with Error Error Domain=NSURLErrorDomain Code=-1009 ""The Internet connection appears to be offline."" UserInfo={NSUnderlyingError=0x7fe13530fc60 {Error Domain=kCFErrorDomainCFNetwork Code=-1009 ""The Internet connection appears to be offline."" UserInfo={NSErrorFailingURLStringKey=https://gsp-ssl.ls.apple.com/dispatcher.arpc, NSErrorFailingURLKey=https://gsp-ssl.ls.apple.com/dispatcher.arpc, _kCFStreamErrorCodeKey=8, _kCFStreamErrorDomainKey=12, NSLocalizedDescription=The Internet connection appears to be offline.}}, NSErrorFailingURLStringKey=https://gsp-ssl.ls.apple.com/dispatcher.arpc, NSErrorFailingURLKey=https://gsp-ssl.ls.apple.com/dispatcher.arpc, _kCFStreamErrorDomainKey=12, _kCFStreamErrorCodeKey=8, NSLocalizedDescription=The Internet connection appears to be offline.}","PBRequester failed with Error Error Domain=NSURLErrorDomain Code=-1009 ""The Internet connection appears to be offline."" UserInfo={NSUnderlyingError=0x7fe13530fc60 {Error Domain=kCFErrorDomainCFNetwork Code=-1009 ""The Internet connection appears to be offline."" UserInfo={NSErrorFailingURLStringKey=https://gsp-ssl.ls.apple.com/dispatcher.arpc, NSErrorFailingURLKey=https://gsp-ssl.ls.apple.com/dispatcher.arpc, _kCFStreamErrorCodeKey=8, _kCFStreamErrorDomainKey=12, NSLocalizedDescription=The Internet connection appears to be offline.}}, NSErrorFailingURLStringKey=https://gsp-ssl.ls.apple.com/dispatcher.arpc, NSErrorFailingURLKey=https://gsp-ssl.ls.apple.com/dispatcher.arpc, _kCFStreamErrorDomainKey=12, _kCFStreamErrorCodeKey=8, NSLocalizedDescription=The Internet connection appears to be offline.}","PBRequester failed with Error Error Domain=NSURLErrorDomain Code=<*> ""The Internet connection appears to be offline."" UserInfo={NSUnderlyingError=<*> {Error Domain=kCFErrorDomainCFNetwork Code=<*> ""The Internet connection appears to be offline."" UserInfo={NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=The Internet connection appears to be offline.}}, NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=<*>, NSLocalizedDescription=The Internet connection appears to be offline.}"
network changed: DNS* Proxy,network changed: DNS* Proxy <*>,network changed: DNS* Proxy
QQ(10018) deny mach-lookup com.apple.networking.captivenetworksupport,QQ(<*>) deny mach-lookup com.apple.networking.captivenetworksupport,<*>(<*>) deny mach-lookup com.apple.networking.captivenetworksupport
"arp_client_transmit(en0) failed, Network is down (50)","arp_client_transmit(en0) failed, Network is down (<*>)","arp_client_transmit(<*>) failed, Network is down (<*>)"
en0::IO80211Interface::postMessage bssid changed,en0::IO80211Interface::postMessage bssid changed,<*>::<*>::postMessage bssid changed
en0: 802.11d country code set to 'X3'.,en0: 802.11d country code set to 'X3'.,en0: <*> country code set to '<*>'.
-[NETClientConnection evaluateCrazyIvan46] CI46 - Perform CrazyIvan46! QQ.10018 tc23407 119.81.102.227:80,-[NETClientConnection evaluateCrazyIvan46] CI46 - Perform CrazyIvan46! QQ.10018 tc23407 <*>:<*>,-[NETClientConnection evaluateCrazyIvan46] CI46 - Perform CrazyIvan46! <*> <*> <*>:<*>
[0705/190016:WARNING:dns_config_service_posix.cc(306)] Failed to read DnsConfig.,[0705/190016:WARNING:dns_config_service_posix.cc(<*>)] Failed to read DnsConfig.,[<*>/<*>:WARNING:dns_config_service_posix.cc(<*>)] Failed to read DnsConfig.
"CCFile::captureLogRun Skipping current file Dir file [2017-07-05_19,00,43.154864]-CCIOReporter-007.xml, Current File [2017-07-05_19,00,43.154864]-CCIOReporter-007.xml","CCFile::captureLogRun Skipping current file Dir file [<*>-<*>-<*>,<*>,<*>]-CCIOReporter-<*>.xml, Current File [<*>-<*>-<*>,<*>,<*>]-CCIOReporter-<*>.xml","CCFile::captureLogRun Skipping current file Dir file [<*>-<*>-<*>,<*>,<*>]-<*>, Current File [<*>-<*>-<*>,<*>,<*>]-<*>"
"ARPT: 728563.210777: IOPMPowerSource Information: onSleep,  SleepType: Normal Sleep,  'ExternalConnected': No, 'TimeRemaining': 3174,","ARPT: <*>: IOPMPowerSource Information: onSleep,  SleepType: Normal Sleep, 'ExternalConnected': No, 'TimeRemaining': <*>","ARPT: <*>: IOPMPowerSource Information: onSleep, SleepType: Normal Sleep, 'ExternalConnected': No, 'TimeRemaining': <*>,"
Sandbox: com.apple.Addres(36325) deny(1) network-outbound /private/var/run/mDNSResponder,Sandbox: com.apple.Addres(<*>) deny(<*>) network-outbound <*>,Sandbox: <*>(<*>) deny(<*>) network-outbound <*>
"booter start at 1251 ms smc 0 ms, [18, 0, 0] total 367 ms, dsply 0, 0 ms, tramp 1080 ms","neri start at [*, *, *] total [*, *, *] ms, dsply [*, *, *] ms, tramp [*, *, *] ms","booter start at <*> ms smc <*> ms, [<*>, <*>, <*>] total <*> ms, dsply <*>, <*> ms, tramp <*> ms"
"hostControllerOnline - Number of Paired devices = 1, List of Paired devices = ( ""84-41-67-32-db-e1"" )","hostControllerOnline - Number of Paired devices = <*>, List of Paired devices = ( ""84-41-67-32-db-e1"" )","hostControllerOnline - Number of Paired devices = <*>, List of Paired devices = ( ""<*>-<*>-<*>-<*>-<*>-<*>"" )"
com.apple.Addres(36332) deny network-outbound /private/var/run/mDNSResponder,com.apple.Addres(<*>) deny network-outbound <*>,<*>(<*>) deny network-outbound <*>
"hibernate_newruntime_map time: 0 ms, IOPolledFilePollersOpen(), ml_get_interrupts_enabled 0","hibernate_newruntime_map time: <*> ms, <*>, <*>","hibernate_newruntime_map time: <*> ms, IOPolledFilePollersOpen(), ml_get_interrupts_enabled <*>"
-[UABestAppSuggestionManager notifyBestAppChanged:type:options:bundleIdentifier:activityType:dynamicIdentifier:when:confidence:deviceName:deviceIdentifier:deviceType:] (null) UASuggestedActionType=0 (null)/(null) opts=(null) when=2017-07-06 03:44:24 +0000 confidence=1 from=(null)/(null) (UABestAppSuggestionManager.m #319),-[UABestAppSuggestionManager notifyBestAppChanged:type:options:bundleIdentifier:activityType:dynamicIdentifier:when:confidence:deviceName:deviceIdentifier:deviceType:] (null) UASuggestedActionType=0 (null)/(null) opts=(null) when=<*>,-[UABestAppSuggestionManager notifyBestAppChanged:type:options:bundleIdentifier:activityType:dynamicIdentifier:when:confidence:deviceName:deviceIdentifier:deviceType:] (<*>) UASuggestedActionType=<*> (<*>)/(<*>) opts=(<*>) when=<*>
Wake reason: ARPT (Network),"Wake reason: ARPT (Network) can be caused by other factors such as <*>, <*>, or <*>.",Wake reason: ARPT (Network)
QQ(10018) deny mach-lookup com.apple.networking.captivenetworksupport,QQ(<*>) deny mach-lookup com.apple.networking.captivenetworksupport,<*>(<*>) deny mach-lookup com.apple.networking.captivenetworksupport
"pages 1401204, wire 544128, act 416065, inact 0, cleaned 0 spec 3, zf 25, throt 0, compr 266324, xpmapped 40000","pages <*>204, wire <*>128, act <*>65, inact <*>0, cleaned <*>0, spec <*>3, zf <*>25, throt <*>0, Compr <*>266324, xpmapped <*>40000","pages <*>, wire <*>, act <*>, inact <*>, cleaned <*> spec <*>, zf <*>, throt <*>, compr <*>, xpmapped <*>"
**** [BroadcomBluetoothHostController][SetupController] -- Delay HCI Reset by 300ms  ****,[BroadcomBluetoothHostController][SetupController] -- Delay HCI Reset by <*>,**** [BroadcomBluetoothHostController][SetupController] -- Delay HCI Reset by <*> ****
AppleActuatorHIDEventDriver: stop,AppleActuatorHIDEventDriver: stop <*>,AppleActuatorHIDEventDriver: stop
**** [IOBluetoothHostControllerUSBTransport][start] -- completed -- result = TRUE -- 0xb000 ****,[IOBluetoothHostControllerUSBTransport][start] -- completed -- result = TRUE -- 0xb000****,**** [IOBluetoothHostControllerUSBTransport][start] -- completed -- result = <*> -- <*> ****
IOHibernatePollerOpen(0),IOHibernatePollerOpen(<*>) will be used instead.,IOHibernatePollerOpen(<*>)
assertion failed: 15G1510: com.apple.telemetry + 38574 [10D2E324-788C-30CC-A749-55AE67AEC7BC]: 0x7fc235807b90,assertion failed: <*>: <*> + <*> [<*>-<*>-<*>-<*>-<*>]: <*>,assertion failed: <*> [<*>-<*>-<*>-<*>-<*>]: <*>
2017-07-06 00:30:37.064 ksfetch[36439/0x7fff79824000] [lvl=2] main() Fetcher is exiting.,<*> [lvl=<*>] main() Fetcher is exiting.,<*>-<*>-<*> <*>:<*>:<*> ksfetch[<*>/<*>] [lvl=<*>] main() Fetcher is exiting.
"2017-07-06 00:30:37.071 GoogleSoftwareUpdateAgent[36436/0x7000002a0000] [lvl=2] -[KSUpdateEngine updateAllExceptProduct:] KSUpdateEngine updating all installed products, except:'com.google.Keystone'.","<*> [lvl=2] -[KSUpdateEngine updateAllexceptProduct:] KSUpdateEngine updating all installed products, except:<*>.","<*>-<*>-<*> <*>:<*>:<*> GoogleSoftwareUpdateAgent[<*>/<*>] [lvl=<*>] -[KSUpdateEngine updateAllExceptProduct:] KSUpdateEngine updating all installed products, except:'com.google.Keystone'."
[0706/011106:WARNING:dns_config_service_posix.cc(306)] Failed to read DnsConfig.,[0706/011106:WARNING:dns_config_service_posix.cc(<*>)] Failed to read DnsConfig.,[<*>/<*>:WARNING:dns_config_service_posix.cc(<*>)] Failed to read DnsConfig.
[01:11:06.715] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/LegibleOutput/FigAgglomerator.c line 92,[01:11:06.715] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/LegibleOutput/FigAgglomerator.c line 92,[<*>:<*>:<*>] FigAgglomeratorSetObjectForKey signalled err=<*> (kFigStringConformerError_ParamErr) (<*> key) at <*> line <*>
"Google Chrome He[36456] triggered unnest of range 0x7fff93c00000->0x7fff93e00000 of DYLD shared region in VM map 0x77c9114550458e7b. While not abnormal for debuggers, this increases system memory footprint until the target exits.","Google Chrome He[36456] triggered unnest of range 0x7fff93c00000->0x7fff93e00000 of DYLD shared region in VM map 0x77c9114550458e7b. While not abnormal for debuggers, this increases system memory footprint until the target exits.","Google Chrome He[<*>] triggered unnest of range <*>-<*> of DYLD shared region in VM map <*>. While not abnormal for debuggers, this increases system memory footprint until the target exits."
network changed: v4(en0+:10.105.162.138) v6(en0:2607:f140:6000:8:c6b3:1ff:fecd:467f) DNS! Proxy SMB,network changed: v4(en0+:<*>) v6(en0:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>) DNS! Proxy SMB,network changed: <*>(<*>:<*>) <*>(<*>) DNS! Proxy SMB
com.apple.Addres(36461) deny network-outbound /private/var/run/mDNSResponder,com.apple.Addres(<*>) deny network-outbound <*>,<*>(<*>) deny network-outbound <*>
com.apple.Addres(36461) deny network-outbound /private/var/run/mDNSResponder,com.apple.Addres(<*>) deny network-outbound <*>,<*>(<*>) deny network-outbound <*>
Peripheral manager is not powered on,Peripheral manager is not powered on <*>,Peripheral manager is not powered on
QQ(10018) deny mach-lookup com.apple.networking.captivenetworksupport,QQ(<*>) deny mach-lookup com.apple.networking.captivenetworksupport,<*>(<*>) deny mach-lookup com.apple.networking.captivenetworksupport
tcp_connection_handle_connect_conditions_bad 23645 failed: 3 - No network route,tcp_connection_handle_connect_conditions_bad failed: <*> - No network route,tcp_connection_handle_connect_conditions_bad <*> failed: <*> - No network route
-[UABestAppSuggestionManager notifyBestAppChanged:type:options:bundleIdentifier:activityType:dynamicIdentifier:when:confidence:deviceName:deviceIdentifier:deviceType:] (null) UASuggestedActionType=0 (null)/(null) opts=(null) when=2017-07-06 09:32:10 +0000 confidence=1 from=(null)/(null) (UABestAppSuggestionManager.m #319),-[UABestAppSuggestionManager notifyBestAppChanged:type:options:bundleIdentifier:activityType:dynamicIdentifier:when:confidence:deviceName:deviceIdentifier:deviceType:] (null) UASuggestedActionType=0 (null)/(null) opts=(null) when=<*> confidence=<*> from=(null)/(null) (UABestAppSuggestionManager.m #319),-[UABestAppSuggestionManager notifyBestAppChanged:type:options:bundleIdentifier:activityType:dynamicIdentifier:when:confidence:deviceName:deviceIdentifier:deviceType:] (<*>) UASuggestedActionType=<*> (<*>)/(<*>) opts=(<*>) when=<*>
com.apple.Addres(36491) deny network-outbound /private/var/run/mDNSResponder,com.apple.Addres(<*>) deny network-outbound <*>,<*>(<*>) deny network-outbound <*>
ASSERTION FAILED: dvcAddrRef != ((void *)0) -[DriverServices getDeviceAddress:] line: 2789,ASSERTIONFAILED: dvcAddrRef != ((void *)0) -[DriverServices getDeviceAddress:] line: <*>,ASSERTION FAILED: dvcAddrRef != ((void *)<*>) -[DriverServices getDeviceAddress:] line: <*>
-[NETClientConnection evaluateCrazyIvan46] CI46 - Perform CrazyIvan46! QQ.10018 tc23677 123.151.137.101:80,-[NETClientConnection evaluateCrazyIvan46] CI46 - Perform CrazyIvan46! QQ.10018 tc23677 <*>:<*>,-[NETClientConnection evaluateCrazyIvan46] CI46 - Perform CrazyIvan46! <*> <*> <*>:<*>
IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = 12 unplug = 0,<*>::listenerCallback - Thunderbolt HPD packet for route = <*> port = <*> unplug = <*>,<*>(<*>)::listenerCallback - Thunderbolt HPD packet for route = <*> port = <*> unplug = <*>
tcp_connection_handle_connect_conditions_bad 23701 failed: 3 - No network route,tcp_connection_handle_connect_conditions_bad failed: <*> - No network route,tcp_connection_handle_connect_conditions_bad <*> failed: <*> - No network route
hibernate_teardown completed - discarded 93932,hibernate_teardown completed - discarded [<*>],hibernate_teardown completed - discarded <*>
"pages 1418325, wire 548641, act 438090, inact 2, cleaned 0 spec 12, zf 30, throt 0, compr 254881, xpmapped 40000","pages <*>, wire <*>, act <*>, inact <*>, cleaned <*>, spec <*>, zf <*>, throt <*>, Compr <*>, xpmapped <*>","pages <*>, wire <*>, act <*>, inact <*>, cleaned <*> spec <*>, zf <*>, throt <*>, compr <*>, xpmapped <*>"
Bluetooth -- LE is supported - Disable LE meta event,Bluetooth -- LE is supported - Disable LE meta event <*>,Bluetooth -- LE is supported - Disable LE meta event
